component_id,production_id,part_id,qty_consumed
CMP-0017231,PRD-003849,P0217,6
CMP-0017232,PRD-003850,P0189,46
CMP-0017233,PRD-003850,P0124,46
CMP-0017234,PRD-003850,P0191,69
CMP-0017235,PRD-003850,P0099,92
CMP-0017236,PRD-003851,P0056,39
CMP-0017237,PRD-003851,P0196,13
CMP-0017238,PRD-003851,P0086,26
CMP-0017239,PRD-003851,P0055,26
CMP-0017240,PRD-003851,P0182,13
CMP-0017241,PRD-003852,P0196,58
CMP-0017242,PRD-003852,P0278,58
CMP-0017243,PRD-003852,P0056,116
CMP-0017244,PRD-003853,P0015,16
CMP-0017245,PRD-003853,P0234,4
CMP-0017246,PRD-003853,P0042,8
CMP-0017247,PRD-003854,P0023,51
CMP-0017248,PRD-003854,P0228,17
CMP-0017249,PRD-003854,P0119,17
CMP-0017250,PRD-003855,P0247,15
CMP-0017251,PRD-003855,P0251,15
CMP-0017252,PRD-003855,P0227,15
CMP-0017253,PRD-003855,P0249,15
CMP-0017254,PRD-003855,P0048,15
CMP-0017255,PRD-003856,P0002,14
CMP-0017256,PRD-003856,P0297,14
CMP-0017257,PRD-003856,P0052,28
CMP-0017258,PRD-003856,P0101,42
CMP-0017259,PRD-003856,P0113,56
CMP-0017260,PRD-003856,P0303,56
CMP-0017261,PRD-003857,P0067,56
CMP-0017262,PRD-003857,P0062,28
CMP-0017263,PRD-003857,P0165,28
CMP-0017264,PRD-003857,P0161,42
CMP-0017265,PRD-003857,P0069,14
CMP-0017266,PRD-003858,P0194,81
CMP-0017267,PRD-003858,P0204,54
CMP-0017268,PRD-003858,P0212,54
CMP-0017269,PRD-003858,P0088,81
CMP-0017270,PRD-003858,P0274,27
CMP-0017271,PRD-003859,P0276,27
CMP-0017272,PRD-003859,P0262,18
CMP-0017273,PRD-003859,P0207,18
CMP-0017274,PRD-003859,P0203,36
CMP-0017275,PRD-003860,P0132,52
CMP-0017276,PRD-003860,P0044,78
CMP-0017277,PRD-003860,P0117,104
CMP-0017278,PRD-003861,P0208,78
CMP-0017279,PRD-003861,P0060,26
CMP-0017280,PRD-003861,P0092,104
CMP-0017281,PRD-003861,P0085,78
CMP-0017282,PRD-003862,P0129,84
CMP-0017283,PRD-003862,P0192,28
CMP-0017284,PRD-003862,P0145,112
CMP-0017285,PRD-003862,P0188,56
CMP-0017286,PRD-003862,P0095,112
CMP-0017287,PRD-003863,P0140,18
CMP-0017288,PRD-003863,P0089,72
CMP-0017289,PRD-003863,P0150,72
CMP-0017290,PRD-003863,P0153,72
CMP-0017291,PRD-003863,P0175,72
CMP-0017292,PRD-003863,P0216,72
CMP-0017293,PRD-003864,P0052,21
CMP-0017294,PRD-003864,P0039,7
CMP-0017295,PRD-003864,P0123,7
CMP-0017296,PRD-003864,P0046,28
CMP-0017297,PRD-003864,P0029,7
CMP-0017298,PRD-003864,P0128,7
CMP-0017299,PRD-003865,P0196,42
CMP-0017300,PRD-003865,P0217,42
CMP-0017301,PRD-003865,P0104,56
CMP-0017302,PRD-003865,P0100,28
CMP-0017303,PRD-003866,P0113,42
CMP-0017304,PRD-003866,P0095,84
CMP-0017305,PRD-003866,P0107,42
CMP-0017306,PRD-003866,P0120,84
CMP-0017307,PRD-003867,P0152,16
CMP-0017308,PRD-003867,P0124,64
CMP-0017309,PRD-003867,P0186,64
CMP-0017310,PRD-003867,P0177,48
CMP-0017311,PRD-003867,P0139,48
CMP-0017312,PRD-003867,P0146,48
CMP-0017313,PRD-003868,P0115,63
CMP-0017314,PRD-003868,P0126,84
CMP-0017315,PRD-003868,P0098,21
CMP-0017316,PRD-003868,P0199,21
CMP-0017317,PRD-003868,P0133,84
CMP-0017318,PRD-003869,P0117,33
CMP-0017319,PRD-003869,P0153,66
CMP-0017320,PRD-003869,P0113,132
CMP-0017321,PRD-003869,P0079,33
CMP-0017322,PRD-003869,P0110,99
CMP-0017323,PRD-003870,P0114,12
CMP-0017324,PRD-003870,P0121,12
CMP-0017325,PRD-003870,P0110,24
CMP-0017326,PRD-003870,P0201,36
CMP-0017327,PRD-003870,P0122,24
CMP-0017328,PRD-003871,P0269,24
CMP-0017329,PRD-003871,P0281,36
CMP-0017330,PRD-003871,P0053,12
CMP-0017331,PRD-003871,P0184,24
CMP-0017332,PRD-003871,P0055,12
CMP-0017333,PRD-003872,P0080,24
CMP-0017334,PRD-003872,P0161,24
CMP-0017335,PRD-003872,P0075,48
CMP-0017336,PRD-003872,P0154,12
CMP-0017337,PRD-003872,P0194,12
CMP-0017338,PRD-003873,P0109,16
CMP-0017339,PRD-003873,P0111,16
CMP-0017340,PRD-003873,P0066,24
CMP-0017341,PRD-003873,P0163,16
CMP-0017342,PRD-003873,P0162,32
CMP-0017343,PRD-003873,P0114,16
CMP-0017344,PRD-003874,P0224,64
CMP-0017345,PRD-003874,P0021,16
CMP-0017346,PRD-003874,P0242,64
CMP-0017347,PRD-003874,P0228,64
CMP-0017348,PRD-003874,P0231,64
CMP-0017349,PRD-003875,P0078,51
CMP-0017350,PRD-003875,P0144,68
CMP-0017351,PRD-003875,P0058,51
CMP-0017352,PRD-003875,P0062,34
CMP-0017353,PRD-003875,P0186,17
CMP-0017354,PRD-003876,P0106,39
CMP-0017355,PRD-003876,P0115,13
CMP-0017356,PRD-003876,P0099,52
CMP-0017357,PRD-003877,P0257,34
CMP-0017358,PRD-003877,P0158,17
CMP-0017359,PRD-003877,P0203,68
CMP-0017360,PRD-003877,P0195,17
CMP-0017361,PRD-003877,P0271,51
CMP-0017362,PRD-003877,P0157,68
CMP-0017363,PRD-003878,P0189,20
CMP-0017364,PRD-003878,P0178,20
CMP-0017365,PRD-003878,P0074,40
CMP-0017366,PRD-003878,P0207,40
CMP-0017367,PRD-003878,P0149,30
CMP-0017368,PRD-003879,P0039,48
CMP-0017369,PRD-003879,P0309,64
CMP-0017370,PRD-003879,P0103,16
CMP-0017371,PRD-003879,P0007,48
CMP-0017372,PRD-003879,P0048,32
CMP-0017373,PRD-003879,P0296,32
CMP-0017374,PRD-003880,P0007,100
CMP-0017375,PRD-003880,P0130,50
CMP-0017376,PRD-003880,P0296,100
CMP-0017377,PRD-003881,P0191,72
CMP-0017378,PRD-003881,P0197,36
CMP-0017379,PRD-003881,P0114,18
CMP-0017380,PRD-003882,P0210,96
CMP-0017381,PRD-003882,P0193,72
CMP-0017382,PRD-003882,P0097,48
CMP-0017383,PRD-003882,P0111,96
CMP-0017384,PRD-003882,P0192,72
CMP-0017385,PRD-003883,P0255,96
CMP-0017386,PRD-003883,P0154,24
CMP-0017387,PRD-003883,P0259,24
CMP-0017388,PRD-003883,P0197,72
CMP-0017389,PRD-003884,P0117,8
CMP-0017390,PRD-003884,P0214,6
CMP-0017391,PRD-003884,P0195,8
CMP-0017392,PRD-003885,P0203,9
CMP-0017393,PRD-003885,P0218,18
CMP-0017394,PRD-003885,P0178,36
CMP-0017395,PRD-003886,P0255,72
CMP-0017396,PRD-003886,P0082,72
CMP-0017397,PRD-003886,P0209,48
CMP-0017398,PRD-003886,P0067,48
CMP-0017399,PRD-003886,P0068,48
CMP-0017400,PRD-003887,P0135,24
CMP-0017401,PRD-003887,P0102,24
CMP-0017402,PRD-003887,P0213,8
CMP-0017403,PRD-003887,P0147,24
CMP-0017404,PRD-003887,P0111,32
CMP-0017405,PRD-003887,P0202,24
CMP-0017406,PRD-003888,P0106,60
CMP-0017407,PRD-003888,P0164,30
CMP-0017408,PRD-003888,P0110,120
CMP-0017409,PRD-003888,P0171,30
CMP-0017410,PRD-003888,P0091,60
CMP-0017411,PRD-003889,P0158,88
CMP-0017412,PRD-003889,P0159,44
CMP-0017413,PRD-003889,P0253,44
CMP-0017414,PRD-003889,P0201,44
CMP-0017415,PRD-003890,P0253,26
CMP-0017416,PRD-003890,P0266,13
CMP-0017417,PRD-003890,P0086,26
CMP-0017418,PRD-003890,P0206,39
CMP-0017419,PRD-003890,P0281,52
CMP-0017420,PRD-003890,P0279,26
CMP-0017421,PRD-003891,P0110,156
CMP-0017422,PRD-003891,P0211,156
CMP-0017423,PRD-003891,P0165,78
CMP-0017424,PRD-003891,P0213,117
CMP-0017425,PRD-003891,P0109,117
CMP-0017426,PRD-003891,P0168,156
CMP-0017427,PRD-003892,P0183,108
CMP-0017428,PRD-003892,P0120,36
CMP-0017429,PRD-003892,P0128,108
CMP-0017430,PRD-003892,P0230,144
CMP-0017431,PRD-003892,P0223,36
CMP-0017432,PRD-003893,P0176,6
CMP-0017433,PRD-003893,P0064,4
CMP-0017434,PRD-003893,P0189,8
CMP-0017435,PRD-003893,P0056,2
CMP-0017436,PRD-003893,P0080,6
CMP-0017437,PRD-003894,P0136,26
CMP-0017438,PRD-003894,P0160,26
CMP-0017439,PRD-003894,P0087,13
CMP-0017440,PRD-003894,P0069,39
CMP-0017441,PRD-003894,P0144,39
CMP-0017442,PRD-003895,P0290,36
CMP-0017443,PRD-003895,P0002,36
CMP-0017444,PRD-003895,P0107,27
CMP-0017445,PRD-003895,P0249,27
CMP-0017446,PRD-003895,P0311,27
CMP-0017447,PRD-003896,P0073,50
CMP-0017448,PRD-003896,P0065,50
CMP-0017449,PRD-003896,P0093,25
CMP-0017450,PRD-003897,P0176,68
CMP-0017451,PRD-003897,P0194,17
CMP-0017452,PRD-003897,P0174,51
CMP-0017453,PRD-003897,P0265,17
CMP-0017454,PRD-003897,P0191,34
CMP-0017455,PRD-003898,P0297,50
CMP-0017456,PRD-003898,P0096,75
CMP-0017457,PRD-003898,P0125,25
CMP-0017458,PRD-003898,P0097,100
CMP-0017459,PRD-003899,P0015,15
CMP-0017460,PRD-003899,P0243,15
CMP-0017461,PRD-003899,P0231,15
CMP-0017462,PRD-003899,P0305,45
CMP-0017463,PRD-003899,P0232,60
CMP-0017464,PRD-003900,P0192,72
CMP-0017465,PRD-003900,P0126,36
CMP-0017466,PRD-003900,P0176,72
CMP-0017467,PRD-003900,P0215,54
CMP-0017468,PRD-003900,P0228,18
CMP-0017469,PRD-003901,P0195,24
CMP-0017470,PRD-003901,P0154,96
CMP-0017471,PRD-003901,P0133,24
CMP-0017472,PRD-003901,P0209,48
CMP-0017473,PRD-003901,P0161,96
CMP-0017474,PRD-003902,P0111,25
CMP-0017475,PRD-003902,P0310,25
CMP-0017476,PRD-003902,P0121,100
CMP-0017477,PRD-003902,P0248,50
CMP-0017478,PRD-003902,P0239,25
CMP-0017479,PRD-003903,P0157,116
CMP-0017480,PRD-003903,P0259,29
CMP-0017481,PRD-003903,P0179,29
CMP-0017482,PRD-003903,P0192,58
CMP-0017483,PRD-003903,P0136,116
CMP-0017484,PRD-003903,P0182,87
CMP-0017485,PRD-003904,P0115,48
CMP-0017486,PRD-003904,P0202,96
CMP-0017487,PRD-003904,P0200,96
CMP-0017488,PRD-003904,P0094,48
CMP-0017489,PRD-003905,P0273,50
CMP-0017490,PRD-003905,P0160,50
CMP-0017491,PRD-003905,P0154,75
CMP-0017492,PRD-003905,P0184,75
CMP-0017493,PRD-003905,P0166,50
CMP-0017494,PRD-003905,P0269,100
CMP-0017495,PRD-003906,P0134,76
CMP-0017496,PRD-003906,P0196,38
CMP-0017497,PRD-003906,P0126,57
CMP-0017498,PRD-003906,P0127,19
CMP-0017499,PRD-003907,P0082,81
CMP-0017500,PRD-003907,P0153,81
CMP-0017501,PRD-003907,P0071,81
CMP-0017502,PRD-003907,P0067,54
CMP-0017503,PRD-003908,P0271,108
CMP-0017504,PRD-003908,P0270,81
CMP-0017505,PRD-003908,P0211,54
CMP-0017506,PRD-003909,P0171,24
CMP-0017507,PRD-003909,P0195,16
CMP-0017508,PRD-003909,P0098,8
CMP-0017509,PRD-003910,P0182,23
CMP-0017510,PRD-003910,P0183,69
CMP-0017511,PRD-003910,P0203,23
CMP-0017512,PRD-003910,P0086,92
CMP-0017513,PRD-003910,P0214,23
CMP-0017514,PRD-003911,P0202,2
CMP-0017515,PRD-003911,P0219,8
CMP-0017516,PRD-003911,P0130,8
CMP-0017517,PRD-003911,P0135,8
CMP-0017518,PRD-003911,P0096,4
CMP-0017519,PRD-003912,P0204,37
CMP-0017520,PRD-003912,P0129,111
CMP-0017521,PRD-003912,P0177,148
CMP-0017522,PRD-003913,P0119,108
CMP-0017523,PRD-003913,P0132,108
CMP-0017524,PRD-003913,P0122,108
CMP-0017525,PRD-003913,P0216,54
CMP-0017526,PRD-003914,P0076,36
CMP-0017527,PRD-003914,P0053,36
CMP-0017528,PRD-003914,P0215,24
CMP-0017529,PRD-003914,P0196,12
CMP-0017530,PRD-003914,P0253,48
CMP-0017531,PRD-003915,P0223,20
CMP-0017532,PRD-003915,P0215,30
CMP-0017533,PRD-003915,P0117,40
CMP-0017534,PRD-003915,P0202,20
CMP-0017535,PRD-003916,P0118,108
CMP-0017536,PRD-003916,P0101,81
CMP-0017537,PRD-003916,P0105,108
CMP-0017538,PRD-003916,P0180,27
CMP-0017539,PRD-003916,P0122,27
CMP-0017540,PRD-003917,P0202,60
CMP-0017541,PRD-003917,P0205,80
CMP-0017542,PRD-003917,P0210,40
CMP-0017543,PRD-003917,P0212,80
CMP-0017544,PRD-003917,P0198,40
CMP-0017545,PRD-003917,P0197,20
CMP-0017546,PRD-003918,P0101,88
CMP-0017547,PRD-003918,P0097,88
CMP-0017548,PRD-003918,P0147,88
CMP-0017549,PRD-003918,P0091,66
CMP-0017550,PRD-003919,P0076,51
CMP-0017551,PRD-003919,P0139,68
CMP-0017552,PRD-003919,P0155,17
CMP-0017553,PRD-003919,P0061,68
CMP-0017554,PRD-003920,P0014,16
CMP-0017555,PRD-003920,P0027,48
CMP-0017556,PRD-003920,P0013,32
CMP-0017557,PRD-003920,P0116,16
CMP-0017558,PRD-003921,P0126,24
CMP-0017559,PRD-003921,P0122,72
CMP-0017560,PRD-003921,P0209,48
CMP-0017561,PRD-003921,P0240,96
CMP-0017562,PRD-003921,P0205,24
CMP-0017563,PRD-003921,P0217,48
CMP-0017564,PRD-003922,P0062,44
CMP-0017565,PRD-003922,P0271,44
CMP-0017566,PRD-003922,P0210,88
CMP-0017567,PRD-003922,P0072,88
CMP-0017568,PRD-003922,P0282,66
CMP-0017569,PRD-003922,P0207,44
CMP-0017570,PRD-003923,P0109,52
CMP-0017571,PRD-003923,P0184,104
CMP-0017572,PRD-003923,P0158,52
CMP-0017573,PRD-003924,P0157,28
CMP-0017574,PRD-003924,P0071,14
CMP-0017575,PRD-003924,P0064,14
CMP-0017576,PRD-003925,P0106,70
CMP-0017577,PRD-003925,P0116,70
CMP-0017578,PRD-003925,P0026,105
CMP-0017579,PRD-003925,P0132,105
CMP-0017580,PRD-003925,P0109,70
CMP-0017581,PRD-003925,P0304,105
CMP-0017582,PRD-003926,P0143,28
CMP-0017583,PRD-003926,P0136,7
CMP-0017584,PRD-003926,P0091,21
CMP-0017585,PRD-003926,P0067,14
CMP-0017586,PRD-003926,P0100,28
CMP-0017587,PRD-003927,P0061,48
CMP-0017588,PRD-003927,P0111,24
CMP-0017589,PRD-003927,P0055,12
CMP-0017590,PRD-003927,P0100,48
CMP-0017591,PRD-003927,P0135,48
CMP-0017592,PRD-003928,P0134,7
CMP-0017593,PRD-003928,P0213,21
CMP-0017594,PRD-003928,P0160,21
CMP-0017595,PRD-003928,P0114,14
CMP-0017596,PRD-003929,P0077,81
CMP-0017597,PRD-003929,P0150,81
CMP-0017598,PRD-003929,P0096,54
CMP-0017599,PRD-003929,P0172,108
CMP-0017600,PRD-003929,P0133,81
CMP-0017601,PRD-003930,P0187,66
CMP-0017602,PRD-003930,P0215,44
CMP-0017603,PRD-003930,P0078,44
CMP-0017604,PRD-003931,P0208,88
CMP-0017605,PRD-003931,P0189,44
CMP-0017606,PRD-003931,P0272,22
CMP-0017607,PRD-003932,P0120,54
CMP-0017608,PRD-003932,P0153,54
CMP-0017609,PRD-003932,P0158,72
CMP-0017610,PRD-003932,P0207,72
CMP-0017611,PRD-003933,P0234,4
CMP-0017612,PRD-003933,P0027,2
CMP-0017613,PRD-003933,P0034,6
CMP-0017614,PRD-003933,P0019,8
CMP-0017615,PRD-003934,P0134,30
CMP-0017616,PRD-003934,P0158,90
CMP-0017617,PRD-003934,P0177,60
CMP-0017618,PRD-003935,P0231,78
CMP-0017619,PRD-003935,P0131,78
CMP-0017620,PRD-003935,P0134,117
CMP-0017621,PRD-003935,P0222,156
CMP-0017622,PRD-003935,P0020,117
CMP-0017623,PRD-003935,P0046,78
CMP-0017624,PRD-003936,P0182,13
CMP-0017625,PRD-003936,P0208,39
CMP-0017626,PRD-003936,P0202,26
CMP-0017627,PRD-003936,P0096,39
CMP-0017628,PRD-003936,P0103,13
CMP-0017629,PRD-003937,P0010,96
CMP-0017630,PRD-003937,P0095,128
CMP-0017631,PRD-003937,P0037,128
CMP-0017632,PRD-003937,P0286,96
CMP-0017633,PRD-003938,P0150,13
CMP-0017634,PRD-003938,P0141,26
CMP-0017635,PRD-003938,P0173,13
CMP-0017636,PRD-003938,P0057,26
CMP-0017637,PRD-003938,P0079,26
CMP-0017638,PRD-003938,P0107,39
CMP-0017639,PRD-003939,P0069,21
CMP-0017640,PRD-003939,P0078,7
CMP-0017641,PRD-003939,P0053,28
CMP-0017642,PRD-003940,P0290,75
CMP-0017643,PRD-003940,P0219,50
CMP-0017644,PRD-003940,P0121,50
CMP-0017645,PRD-003940,P0111,100
CMP-0017646,PRD-003940,P0297,50
CMP-0017647,PRD-003941,P0168,15
CMP-0017648,PRD-003941,P0213,60
CMP-0017649,PRD-003941,P0174,60
CMP-0017650,PRD-003942,P0129,40
CMP-0017651,PRD-003942,P0201,10
CMP-0017652,PRD-003942,P0153,30
CMP-0017653,PRD-003942,P0211,30
CMP-0017654,PRD-003942,P0179,30
CMP-0017655,PRD-003943,P0225,14
CMP-0017656,PRD-003943,P0252,28
CMP-0017657,PRD-003943,P0180,28
CMP-0017658,PRD-003943,P0250,21
CMP-0017659,PRD-003943,P0222,7
CMP-0017660,PRD-003944,P0174,60
CMP-0017661,PRD-003944,P0157,30
CMP-0017662,PRD-003944,P0137,30
CMP-0017663,PRD-003944,P0185,90
CMP-0017664,PRD-003944,P0142,60
CMP-0017665,PRD-003944,P0197,90
CMP-0017666,PRD-003945,P0109,16
CMP-0017667,PRD-003945,P0204,32
CMP-0017668,PRD-003945,P0122,8
CMP-0017669,PRD-003945,P0124,24
CMP-0017670,PRD-003946,P0095,24
CMP-0017671,PRD-003946,P0212,24
CMP-0017672,PRD-003946,P0183,24
CMP-0017673,PRD-003946,P0135,16
CMP-0017674,PRD-003947,P0135,3
CMP-0017675,PRD-003947,P0210,12
CMP-0017676,PRD-003947,P0157,6
CMP-0017677,PRD-003947,P0171,3
CMP-0017678,PRD-003947,P0162,3
CMP-0017679,PRD-003947,P0204,9
CMP-0017680,PRD-003948,P0091,7
CMP-0017681,PRD-003948,P0189,28
CMP-0017682,PRD-003948,P0076,14
CMP-0017683,PRD-003948,P0067,28
CMP-0017684,PRD-003948,P0275,21
CMP-0017685,PRD-003948,P0068,28
CMP-0017686,PRD-003949,P0094,5
CMP-0017687,PRD-003949,P0138,10
CMP-0017688,PRD-003949,P0103,15
CMP-0017689,PRD-003950,P0201,12
CMP-0017690,PRD-003950,P0274,6
CMP-0017691,PRD-003950,P0264,12
CMP-0017692,PRD-003950,P0184,3
CMP-0017693,PRD-003951,P0213,40
CMP-0017694,PRD-003951,P0190,160
CMP-0017695,PRD-003951,P0179,120
CMP-0017696,PRD-003951,P0185,120
CMP-0017697,PRD-003952,P0121,99
CMP-0017698,PRD-003952,P0229,99
CMP-0017699,PRD-003952,P0114,132
CMP-0017700,PRD-003953,P0134,8
CMP-0017701,PRD-003953,P0127,12
CMP-0017702,PRD-003953,P0117,16
CMP-0017703,PRD-003953,P0200,12
CMP-0017704,PRD-003954,P0199,92
CMP-0017705,PRD-003954,P0141,23
CMP-0017706,PRD-003954,P0081,69
CMP-0017707,PRD-003955,P0116,44
CMP-0017708,PRD-003955,P0225,44
CMP-0017709,PRD-003955,P0051,44
CMP-0017710,PRD-003956,P0127,16
CMP-0017711,PRD-003956,P0145,48
CMP-0017712,PRD-003956,P0175,64
CMP-0017713,PRD-003956,P0147,16
CMP-0017714,PRD-003956,P0099,32
CMP-0017715,PRD-003957,P0191,32
CMP-0017716,PRD-003957,P0110,16
CMP-0017717,PRD-003957,P0162,32
CMP-0017718,PRD-003957,P0158,16
CMP-0017719,PRD-003957,P0176,16
CMP-0017720,PRD-003958,P0004,30
CMP-0017721,PRD-003958,P0047,30
CMP-0017722,PRD-003958,P0045,15
CMP-0017723,PRD-003959,P0102,30
CMP-0017724,PRD-003959,P0111,40
CMP-0017725,PRD-003959,P0044,10
CMP-0017726,PRD-003959,P0122,30
CMP-0017727,PRD-003959,P0039,40
CMP-0017728,PRD-003960,P0277,21
CMP-0017729,PRD-003960,P0211,7
CMP-0017730,PRD-003960,P0283,7
CMP-0017731,PRD-003960,P0196,21
CMP-0017732,PRD-003960,P0214,28
CMP-0017733,PRD-003960,P0254,14
CMP-0017734,PRD-003961,P0095,54
CMP-0017735,PRD-003961,P0098,72
CMP-0017736,PRD-003961,P0190,54
CMP-0017737,PRD-003961,P0208,72
CMP-0017738,PRD-003961,P0114,72
CMP-0017739,PRD-003962,P0058,75
CMP-0017740,PRD-003962,P0110,100
CMP-0017741,PRD-003962,P0079,25
CMP-0017742,PRD-003962,P0131,100
CMP-0017743,PRD-003962,P0100,75
CMP-0017744,PRD-003963,P0011,24
CMP-0017745,PRD-003963,P0104,48
CMP-0017746,PRD-003963,P0111,72
CMP-0017747,PRD-003963,P0108,24
CMP-0017748,PRD-003964,P0122,2
CMP-0017749,PRD-003964,P0209,4
CMP-0017750,PRD-003964,P0204,8
CMP-0017751,PRD-003964,P0206,8
CMP-0017752,PRD-003965,P0093,12
CMP-0017753,PRD-003965,P0271,12
CMP-0017754,PRD-003965,P0183,36
CMP-0017755,PRD-003965,P0261,48
CMP-0017756,PRD-003966,P0216,26
CMP-0017757,PRD-003966,P0098,78
CMP-0017758,PRD-003966,P0112,104
CMP-0017759,PRD-003966,P0109,78
CMP-0017760,PRD-003966,P0199,26
CMP-0017761,PRD-003966,P0188,26
CMP-0017762,PRD-003967,P0095,17
CMP-0017763,PRD-003967,P0130,68
CMP-0017764,PRD-003967,P0191,68
CMP-0017765,PRD-003967,P0195,51
CMP-0017766,PRD-003967,P0111,68
CMP-0017767,PRD-003967,P0115,34
CMP-0017768,PRD-003968,P0173,116
CMP-0017769,PRD-003968,P0209,58
CMP-0017770,PRD-003968,P0152,29
CMP-0017771,PRD-003969,P0263,30
CMP-0017772,PRD-003969,P0181,40
CMP-0017773,PRD-003969,P0254,20
CMP-0017774,PRD-003969,P0164,30
CMP-0017775,PRD-003970,P0020,6
CMP-0017776,PRD-003970,P0118,18
CMP-0017777,PRD-003970,P0005,18
CMP-0017778,PRD-003971,P0188,50
CMP-0017779,PRD-003971,P0120,25
CMP-0017780,PRD-003971,P0192,100
CMP-0017781,PRD-003971,P0112,100
CMP-0017782,PRD-003972,P0020,24
CMP-0017783,PRD-003972,P0217,32
CMP-0017784,PRD-003972,P0050,16
CMP-0017785,PRD-003972,P0028,32
CMP-0017786,PRD-003972,P0051,16
CMP-0017787,PRD-003972,P0308,24
CMP-0017788,PRD-003973,P0207,78
CMP-0017789,PRD-003973,P0148,104
CMP-0017790,PRD-003973,P0197,104
CMP-0017791,PRD-003973,P0213,26
CMP-0017792,PRD-003973,P0130,26
CMP-0017793,PRD-003974,P0110,40
CMP-0017794,PRD-003974,P0216,20
CMP-0017795,PRD-003974,P0241,80
CMP-0017796,PRD-003974,P0101,60
CMP-0017797,PRD-003974,P0108,60
CMP-0017798,PRD-003975,P0088,42
CMP-0017799,PRD-003975,P0093,84
CMP-0017800,PRD-003975,P0169,42
CMP-0017801,PRD-003975,P0057,42
CMP-0017802,PRD-003975,P0150,63
CMP-0017803,PRD-003976,P0136,24
CMP-0017804,PRD-003976,P0093,24
CMP-0017805,PRD-003976,P0196,18
CMP-0017806,PRD-003976,P0091,24
CMP-0017807,PRD-003976,P0150,24
CMP-0017808,PRD-003976,P0156,18
CMP-0017809,PRD-003977,P0192,37
CMP-0017810,PRD-003977,P0264,74
CMP-0017811,PRD-003977,P0213,148
CMP-0017812,PRD-003977,P0201,74
CMP-0017813,PRD-003978,P0173,24
CMP-0017814,PRD-003978,P0273,96
CMP-0017815,PRD-003978,P0168,72
CMP-0017816,PRD-003979,P0002,24
CMP-0017817,PRD-003979,P0120,12
CMP-0017818,PRD-003979,P0241,12
CMP-0017819,PRD-003979,P0126,6
CMP-0017820,PRD-003980,P0073,56
CMP-0017821,PRD-003980,P0118,56
CMP-0017822,PRD-003980,P0111,56
CMP-0017823,PRD-003981,P0055,63
CMP-0017824,PRD-003981,P0140,21
CMP-0017825,PRD-003981,P0155,42
CMP-0017826,PRD-003981,P0129,63
CMP-0017827,PRD-003981,P0072,84
CMP-0017828,PRD-003982,P0201,50
CMP-0017829,PRD-003982,P0214,50
CMP-0017830,PRD-003982,P0191,75
CMP-0017831,PRD-003983,P0210,7
CMP-0017832,PRD-003983,P0212,7
CMP-0017833,PRD-003983,P0097,14
CMP-0017834,PRD-003984,P0163,4
CMP-0017835,PRD-003984,P0159,16
CMP-0017836,PRD-003984,P0191,4
CMP-0017837,PRD-003984,P0158,16
CMP-0017838,PRD-003985,P0186,52
CMP-0017839,PRD-003985,P0205,52
CMP-0017840,PRD-003985,P0284,104
CMP-0017841,PRD-003985,P0270,26
CMP-0017842,PRD-003986,P0272,50
CMP-0017843,PRD-003986,P0147,100
CMP-0017844,PRD-003986,P0138,25
CMP-0017845,PRD-003986,P0267,100
CMP-0017846,PRD-003987,P0212,36
CMP-0017847,PRD-003987,P0190,18
CMP-0017848,PRD-003987,P0200,9
CMP-0017849,PRD-003987,P0172,27
CMP-0017850,PRD-003988,P0260,80
CMP-0017851,PRD-003988,P0170,80
CMP-0017852,PRD-003988,P0141,40
CMP-0017853,PRD-003988,P0179,40
CMP-0017854,PRD-003989,P0229,50
CMP-0017855,PRD-003989,P0025,75
CMP-0017856,PRD-003989,P0234,50
CMP-0017857,PRD-003989,P0305,25
CMP-0017858,PRD-003989,P0034,50
CMP-0017859,PRD-003989,P0244,100
CMP-0017860,PRD-003990,P0118,17
CMP-0017861,PRD-003990,P0131,51
CMP-0017862,PRD-003990,P0042,51
CMP-0017863,PRD-003990,P0297,68
CMP-0017864,PRD-003990,P0250,68
CMP-0017865,PRD-003990,P0246,51
CMP-0017866,PRD-003991,P0125,56
CMP-0017867,PRD-003991,P0030,84
CMP-0017868,PRD-003991,P0311,84
CMP-0017869,PRD-003991,P0111,56
CMP-0017870,PRD-003992,P0234,148
CMP-0017871,PRD-003992,P0301,74
CMP-0017872,PRD-003992,P0003,111
CMP-0017873,PRD-003992,P0309,74
CMP-0017874,PRD-003993,P0265,112
CMP-0017875,PRD-003993,P0150,28
CMP-0017876,PRD-003993,P0173,84
CMP-0017877,PRD-003993,P0152,112
CMP-0017878,PRD-003993,P0266,112
CMP-0017879,PRD-003994,P0269,24
CMP-0017880,PRD-003994,P0149,48
CMP-0017881,PRD-003994,P0273,96
CMP-0017882,PRD-003994,P0184,48
CMP-0017883,PRD-003994,P0179,96
CMP-0017884,PRD-003995,P0005,33
CMP-0017885,PRD-003995,P0022,33
CMP-0017886,PRD-003995,P0130,44
CMP-0017887,PRD-003995,P0296,22
CMP-0017888,PRD-003995,P0106,11
CMP-0017889,PRD-003995,P0291,11
CMP-0017890,PRD-003996,P0141,68
CMP-0017891,PRD-003996,P0209,34
CMP-0017892,PRD-003996,P0211,68
CMP-0017893,PRD-003996,P0182,17
CMP-0017894,PRD-003996,P0156,17
CMP-0017895,PRD-003996,P0159,17
