order_id,part_id,supplier_id,order_date,qty_ordered,qty_received,unit_cost,total_order_value,status,priority,expected_delivery_days
ORD-001212,P0226,SUP-024,2024-04-17,121,81,141.66,17140.86,In Transit,Standard,5
ORD-001213,P0044,SUP-015,2023-08-24,137,137,470.03,64394.11,Delivered,Standard,13
ORD-001214,P0300,SUP-009,2022-03-02,499,344,694.1,346355.9,Pending,Standard,3
ORD-001215,P0137,SUP-028,2022-05-06,17,1,241.78,4110.26,Cancelled,Standard,9
ORD-001216,P0004,SUP-015,2024-12-05,542,272,547.79,296902.18,In Transit,Urgent,18
ORD-001217,P0310,SUP-016,2023-11-22,354,354,704.52,249400.08,Delivered,Standard,13
ORD-001218,P0185,SUP-025,2023-05-06,418,312,544.26,227500.68,Pending,Standard,14
ORD-001219,P0052,SUP-001,2023-11-08,477,357,777.29,370767.33,In Transit,Urgent,26
ORD-001220,P0014,SUP-023,2022-10-12,135,135,342.61,46252.35,In Transit,Standard,25
ORD-001221,P0189,SUP-018,2023-05-25,496,211,406.37,201559.52,Backordered,Standard,3
ORD-001222,P0009,SUP-024,2023-10-22,378,23,249.1,94159.8,In Transit,Standard,24
ORD-001223,P0120,SUP-023,2024-06-28,506,378,148.49,75135.94,Pending,Low,28
ORD-001224,P0179,SUP-016,2022-06-16,497,438,249.13,123817.61,Cancelled,Standard,26
ORD-001225,P0151,SUP-023,2024-02-28,209,36,312.71,65356.39,Cancelled,Low,21
ORD-001226,P0017,SUP-006,2024-10-30,519,89,624.02,323866.38,In Transit,Standard,29
ORD-001227,P0087,SUP-018,2024-08-14,128,61,191.62,24527.36,Pending,Standard,9
ORD-001228,P0046,SUP-005,2022-12-16,455,14,230.05,104672.75,Cancelled,Standard,13
ORD-001229,P0144,SUP-009,2024-02-25,273,243,76.03,20756.19,Cancelled,Standard,24
ORD-001230,P0274,SUP-024,2022-10-06,513,513,352.1,180627.3,Delivered,Standard,30
ORD-001231,P0295,SUP-028,2023-04-04,76,43,611.46,46470.96,Cancelled,Urgent,25
ORD-001232,P0288,SUP-016,2024-02-21,248,248,583.79,144779.92,Delivered,Standard,6
ORD-001233,P0045,SUP-005,2023-08-19,101,101,132.1,13342.1,Delivered,Low,9
ORD-001234,P0294,SUP-014,2022-08-26,140,80,90.19,12626.6,In Transit,Urgent,21
ORD-001235,P0160,SUP-002,2022-01-04,558,558,121.78,67953.24,Delivered,Urgent,16
ORD-001236,P0187,SUP-029,2023-10-17,139,56,856.45,119046.55,Backordered,Standard,15
ORD-001237,P0276,SUP-018,2022-01-19,333,333,594.42,197941.86,Delivered,Standard,29
ORD-001238,P0256,SUP-025,2023-03-25,476,476,342.92,163229.92,Delivered,Low,12
ORD-001239,P0018,SUP-023,2022-10-26,337,337,742.3,250155.1,Delivered,Low,25
ORD-001240,P0141,SUP-026,2022-09-10,597,220,539.01,321788.97,Pending,Urgent,12
ORD-001241,P0031,SUP-029,2024-02-11,351,351,759.88,266717.88,Delivered,Standard,30
ORD-001242,P0027,SUP-028,2023-04-06,193,124,652.84,125998.12,In Transit,Urgent,12
ORD-001243,P0012,SUP-021,2022-11-23,411,411,600.22,246690.42,Delivered,Urgent,24
ORD-001244,P0179,SUP-028,2024-08-27,410,36,249.13,102143.3,Pending,Low,26
ORD-001245,P0145,SUP-026,2023-08-03,209,140,448.83,93805.47,Cancelled,Urgent,6
ORD-001246,P0166,SUP-028,2022-09-26,65,38,783.59,50933.35,In Transit,Urgent,23
ORD-001247,P0296,SUP-006,2022-12-02,462,247,552.26,255144.12,Cancelled,Standard,7
ORD-001248,P0112,SUP-029,2023-03-06,210,166,726.64,152594.4,Cancelled,Standard,14
ORD-001249,P0076,SUP-015,2022-07-28,447,430,389.86,174267.42,Cancelled,Standard,4
ORD-001250,P0183,SUP-019,2022-07-16,193,193,270.42,52191.06,Delivered,Standard,19
ORD-001251,P0304,SUP-016,2023-11-25,162,103,31.59,5117.58,Cancelled,Standard,4
ORD-001252,P0124,SUP-015,2022-09-01,510,510,849.33,433158.3,Delivered,Low,8
ORD-001253,P0046,SUP-028,2024-02-08,484,418,230.05,111344.2,In Transit,Urgent,11
ORD-001254,P0189,SUP-001,2024-06-30,132,132,406.37,53640.84,Delivered,Standard,6
ORD-001255,P0261,SUP-009,2024-09-28,33,30,75.72,2498.76,Backordered,Standard,25
ORD-001256,P0304,SUP-007,2022-07-13,403,330,31.59,12730.77,Pending,Urgent,12
ORD-001257,P0051,SUP-013,2022-09-14,75,68,261.51,19613.25,Cancelled,Standard,15
ORD-001258,P0202,SUP-021,2022-02-10,559,542,639.29,357363.11,In Transit,Urgent,5
ORD-001259,P0300,SUP-021,2024-11-28,137,53,694.1,95091.7,In Transit,Standard,8
ORD-001260,P0003,SUP-021,2023-01-04,467,160,388.4,181382.8,In Transit,Standard,4
ORD-001261,P0295,SUP-008,2022-09-21,175,175,611.46,107005.5,Delivered,Low,11
ORD-001262,P0044,SUP-005,2022-03-13,528,528,470.03,248175.84,Delivered,Standard,20
ORD-001263,P0217,SUP-025,2022-12-18,10,10,775.52,7755.2,Delivered,Standard,4
ORD-001264,P0151,SUP-025,2024-11-29,556,143,312.71,173866.76,Pending,Low,18
ORD-001265,P0268,SUP-014,2023-10-03,561,214,540.39,303158.79,Backordered,Standard,24
ORD-001266,P0122,SUP-002,2022-04-02,202,202,70.11,14162.22,Delivered,Standard,30
ORD-001267,P0069,SUP-023,2023-03-17,575,575,231.19,132934.25,Delivered,Low,14
ORD-001268,P0066,SUP-027,2023-07-23,442,442,294.82,130310.44,Delivered,Low,11
ORD-001269,P0196,SUP-024,2023-06-18,177,116,566.03,100187.31,Pending,Standard,11
ORD-001270,P0074,SUP-021,2024-05-21,218,218,195.18,42549.24,Delivered,Standard,23
ORD-001271,P0191,SUP-022,2023-01-30,533,167,299.14,159441.62,Backordered,Urgent,29
ORD-001272,P0162,SUP-029,2022-11-11,454,13,656.26,297942.04,Pending,Low,10
ORD-001273,P0139,SUP-005,2022-06-08,554,554,527.14,-999.0,Delivered,Low,16
ORD-001274,P0169,SUP-024,2022-05-16,101,101,80.56,8136.56,Delivered,Standard,27
ORD-001275,P0075,SUP-029,2023-07-14,241,241,237.24,57174.84,Delivered,Standard,6
ORD-001276,P0114,SUP-015,2024-02-12,117,15,426.21,49866.57,In Transit,Standard,19
ORD-001277,P0302,SUP-030,2023-09-20,511,511,637.75,325890.25,Delivered,Low,14
ORD-001278,P0283,SUP-011,2023-08-01,111,111,825.52,91632.72,Delivered,Standard,13
ORD-001279,P0093,SUP-014,2024-03-08,554,412,320.93,177795.22,Backordered,Urgent,21
ORD-001280,P0133,SUP-001,2022-09-19,535,159,32.15,17200.25,Cancelled,Standard,7
ORD-001281,P0291,SUP-027,2024-02-15,283,283,369.69,104622.27,Delivered,Standard,25
ORD-001282,P0215,SUP-026,2023-05-26,478,478,81.22,38823.16,Delivered,Urgent,14
ORD-001283,P0258,SUP-012,2024-08-17,292,266,367.35,107266.2,Pending,Standard,12
ORD-001284,P0157,SUP-016,2022-06-28,330,46,372.89,123053.7,In Transit,Standard,5
ORD-001285,P0048,SUP-007,2023-05-07,599,599,779.5,466920.5,Delivered,Standard,26
ORD-001286,P0284,SUP-019,2023-08-09,20,16,326.21,6524.2,Pending,Standard,18
ORD-001287,P0264,SUP-025,2024-10-16,555,127,721.68,400532.4,Cancelled,Urgent,3
ORD-001288,P0004,SUP-026,2023-01-25,445,273,547.79,243766.55,Cancelled,Standard,10
ORD-001289,P0022,SUP-023,2024-12-17,469,469,676.11,317095.59,Delivered,Low,10
ORD-001290,P0039,SUP-014,2022-12-25,146,90,660.99,96504.54,Backordered,Standard,16
ORD-001291,P0195,SUP-007,2024-10-11,392,392,495.2,194118.4,Delivered,Standard,24
ORD-001292,P0277,SUP-028,2023-05-27,130,130,414.63,53901.9,Delivered,Standard,18
ORD-001293,P0136,SUP-008,2023-08-25,12,10,607.47,-999.0,Cancelled,Low,15
ORD-001294,P0157,SUP-024,2023-03-22,537,36,372.89,200241.93,In Transit,Urgent,22
ORD-001295,P0030,SUP-014,2024-09-26,16,14,689.34,11029.44,Backordered,Standard,12
ORD-001296,P0055,SUP-001,2023-12-26,368,95,350.39,128943.52,Cancelled,Urgent,14
ORD-001297,P0052,SUP-016,2022-01-19,513,513,777.29,398749.77,Delivered,Standard,19
ORD-001298,P0079,SUP-016,2024-11-19,136,1,626.55,85210.8,Pending,Standard,27
ORD-001299,P0116,SUP-019,2023-05-28,414,414,750.05,310520.7,Delivered,Standard,14
ORD-001300,P0094,SUP-021,2024-05-27,285,285,355.9,101431.5,Delivered,Urgent,24
ORD-001301,P0083,SUP-006,2024-06-18,372,222,151.78,56462.16,Cancelled,Standard,14
ORD-001302,P0057,SUP-008,2023-02-11,301,301,445.7,134155.7,Delivered,Standard,15
ORD-001303,P0170,SUP-002,2024-05-12,174,50,732.86,127517.64,Cancelled,Urgent,24
ORD-001304,P0061,SUP-016,2023-06-29,510,253,541.61,276221.1,Backordered,Standard,13
ORD-001305,P0257,SUP-027,2024-03-29,408,408,883.12,360312.96,Delivered,Standard,6
ORD-001306,P0065,SUP-006,2022-02-13,362,6,226.24,81898.88,Backordered,Standard,4
ORD-001307,P0220,SUP-023,2023-12-02,18,15,94.99,1709.82,Pending,Standard,12
ORD-001308,P0043,SUP-028,2024-09-22,449,449,217.61,97706.89,Delivered,Low,7
ORD-001309,P0096,SUP-009,2024-11-13,297,58,651.7,193554.9,In Transit,Standard,25
ORD-001310,P0220,SUP-008,2023-05-22,495,400,94.99,47020.05,Cancelled,Standard,25
ORD-001311,P0093,SUP-008,2024-10-25,162,162,320.93,51990.66,Delivered,Standard,7
ORD-001312,P0020,SUP-011,2024-04-01,206,206,595.06,122582.36,Delivered,Urgent,3
ORD-001313,P0047,SUP-002,2023-02-13,399,268,100.78,40211.22,Pending,Standard,25
ORD-001314,P0114,SUP-013,2023-04-19,446,31,426.21,-999.0,Pending,Low,16
ORD-001315,P0156,SUP-005,2022-04-16,285,285,449.38,128073.3,Delivered,Standard,14
ORD-001316,P0127,SUP-013,2024-05-06,58,58,616.04,35730.32,Delivered,Standard,3
ORD-001317,P0165,SUP-008,2022-04-17,302,143,877.25,264929.5,Pending,Low,6
ORD-001318,P0095,SUP-011,2024-06-01,513,513,400.91,205666.83,Delivered,Standard,12
ORD-001319,P0050,SUP-025,2022-08-17,23,17,184.56,4244.88,Cancelled,Standard,13
ORD-001320,P0186,SUP-027,2024-01-09,551,380,236.58,130355.58,Backordered,Standard,23
ORD-001321,P0108,SUP-022,2023-07-20,403,403,555.98,224059.94,Delivered,Standard,7
ORD-001322,P0022,SUP-022,2022-09-04,205,205,676.11,138602.55,Delivered,Urgent,6
ORD-001323,P0280,SUP-023,2022-06-03,361,361,751.12,271154.32,Delivered,Urgent,27
ORD-001324,P0274,SUP-027,2023-02-18,167,167,352.1,58800.7,Delivered,Standard,9
ORD-001325,P0282,SUP-026,2024-05-06,268,177,607.96,162933.28,In Transit,Standard,17
ORD-001326,P0224,SUP-003,2022-08-29,504,268,618.39,311668.56,Pending,Low,28
ORD-001327,P0086,SUP-023,2022-02-14,290,66,635.63,184332.7,Cancelled,Standard,4
ORD-001328,P0098,SUP-027,2022-05-05,417,350,765.49,319209.33,Pending,Low,30
ORD-001329,P0039,SUP-007,2024-11-17,458,260,660.99,302733.42,In Transit,Urgent,20
ORD-001330,P0206,SUP-023,2024-03-10,288,288,657.56,189377.28,Delivered,Standard,3
ORD-001331,P0293,SUP-008,2022-11-24,19,16,342.5,6507.5,In Transit,Urgent,19
ORD-001332,P0133,SUP-012,2024-12-11,235,235,32.15,7555.25,Delivered,Standard,20
ORD-001333,P0088,SUP-009,2022-09-01,56,15,718.88,40257.28,Backordered,Standard,4
ORD-001334,P0143,SUP-006,2022-10-31,286,26,707.63,202382.18,In Transit,Standard,29
ORD-001335,P0274,SUP-005,2023-03-07,11,5,352.1,3873.1,Cancelled,Low,14
ORD-001336,P0043,SUP-026,2023-10-27,572,572,217.61,124472.92,Delivered,Standard,16
ORD-001337,P0167,SUP-002,2023-08-27,20,11,430.42,8608.4,In Transit,Standard,26
ORD-001338,P0091,SUP-011,2023-07-27,26,21,846.22,22001.72,Backordered,Low,6
ORD-001339,P0132,SUP-024,2024-02-22,574,574,680.53,390624.22,Delivered,Urgent,10
ORD-001340,P0138,SUP-008,2023-10-27,414,414,650.75,269410.5,Delivered,Urgent,10
ORD-001341,P0189,SUP-006,2024-06-07,500,500,406.37,203185.0,Delivered,Urgent,8
ORD-001342,P0095,SUP-030,2024-07-29,190,190,400.91,76172.9,Delivered,Low,18
ORD-001343,P0145,SUP-001,2023-01-05,327,327,448.83,146767.41,Delivered,Standard,29
ORD-001344,P0097,SUP-003,2024-03-18,156,156,396.7,61885.2,Delivered,Urgent,10
ORD-001345,P0207,SUP-005,2024-07-20,549,549,780.76,428637.24,Delivered,Standard,22
ORD-001346,P0194,SUP-015,2022-07-24,31,31,372.69,11553.39,Delivered,Standard,27
ORD-001347,P0068,SUP-009,2022-03-31,95,95,203.64,19345.8,Delivered,Standard,23
ORD-001348,P0005,SUP-029,2022-01-28,118,94,497.27,58677.86,Backordered,Standard,30
ORD-001349,P0104,SUP-006,2022-06-24,501,288,612.93,307077.93,In Transit,Urgent,29
ORD-001350,P0158,SUP-013,2022-12-01,500,500,504.82,252410.0,Delivered,Standard,4
ORD-001351,P0279,SUP-005,2023-07-02,31,2,346.26,10734.06,In Transit,Standard,20
ORD-001352,P0053,SUP-020,2023-08-31,435,435,872.56,379563.6,Delivered,Standard,10
ORD-001353,P0117,SUP-016,2022-02-19,404,404,680.32,274849.28,Delivered,Standard,23
ORD-001354,P0116,SUP-025,2023-08-11,403,366,750.05,302270.15,Cancelled,Standard,18
ORD-001355,P0057,SUP-009,2022-12-14,114,114,445.7,50809.8,Delivered,Standard,5
ORD-001356,P0061,SUP-014,2023-11-15,96,96,541.61,51994.56,Delivered,Low,7
ORD-001357,P0220,SUP-020,2022-12-31,352,92,94.99,33436.48,Backordered,Urgent,7
ORD-001358,P0147,SUP-014,2023-09-10,116,116,476.75,55303.0,Delivered,Urgent,24
ORD-001359,P0136,SUP-029,2024-01-26,88,0,607.47,53457.36,In Transit,Standard,27
ORD-001360,P0164,SUP-006,2022-10-28,409,369,173.81,71088.29,Pending,Urgent,29
ORD-001361,P0058,SUP-022,2022-05-18,447,142,666.13,297760.11,Cancelled,Standard,5
ORD-001362,P0066,SUP-007,2023-10-24,404,404,294.82,119107.28,Delivered,Standard,18
ORD-001363,P0247,SUP-026,2024-05-18,433,406,352.21,152506.93,Backordered,Standard,7
ORD-001364,P0197,SUP-016,2023-05-19,572,551,501.06,286606.32,Pending,Low,18
ORD-001365,P0275,SUP-030,2024-12-26,245,21,550.8,134946.0,Pending,Low,25
ORD-001366,P0270,SUP-022,2024-05-13,234,22,420.37,98366.58,Cancelled,Standard,14
ORD-001367,P0105,SUP-001,2022-01-06,381,242,90.04,34305.24,Backordered,Standard,6
ORD-001368,P0179,SUP-014,2022-05-03,152,152,249.13,37867.76,Delivered,Urgent,7
ORD-001369,P0125,SUP-008,2024-05-12,239,239,676.55,161695.45,Delivered,Standard,6
ORD-001370,P0194,SUP-027,2022-10-21,36,27,372.69,13416.84,Cancelled,Standard,4
ORD-001371,P0298,SUP-003,2022-08-06,498,304,445.67,221943.66,In Transit,Standard,3
ORD-001372,P0188,SUP-006,2022-10-28,90,90,50.61,4554.9,Delivered,Standard,3
ORD-001373,P0077,SUP-028,2024-05-02,196,190,130.78,25632.88,Pending,Standard,26
ORD-001374,P0154,SUP-019,2024-12-16,431,172,854.04,368091.24,Cancelled,Urgent,28
ORD-001375,P0147,SUP-005,2022-01-28,169,169,476.75,80570.75,Delivered,Standard,22
ORD-001376,P0258,SUP-007,2022-12-22,21,13,367.35,7714.35,Pending,Urgent,20
ORD-001377,P0293,SUP-020,2023-06-13,323,116,342.5,110627.5,Cancelled,Urgent,8
ORD-001378,P0048,SUP-020,2023-07-11,396,396,779.5,308682.0,Delivered,Standard,15
ORD-001379,P0113,SUP-015,2022-04-25,198,190,235.54,46636.92,In Transit,Low,22
ORD-001380,P0240,SUP-019,2022-06-08,330,328,192.7,63591.0,Cancelled,Urgent,29
ORD-001381,P0085,SUP-002,2024-02-19,390,217,779.7,304083.0,Cancelled,Standard,11
ORD-001382,P0054,SUP-003,2022-08-11,381,171,374.68,142753.08,Backordered,Standard,10
ORD-001383,P0084,SUP-021,2023-08-01,119,119,379.88,45205.72,Delivered,Standard,22
ORD-001384,P0159,SUP-008,2022-01-23,574,574,326.35,187324.9,Delivered,Standard,10
ORD-001385,P0044,SUP-022,2023-07-06,588,588,470.03,276377.64,Delivered,Low,28
ORD-001386,P0024,SUP-002,2024-09-17,332,332,683.87,227044.84,Delivered,Standard,3
ORD-001387,P0145,SUP-015,2024-01-01,522,522,448.83,234289.26,Delivered,Standard,27
ORD-001388,P0183,SUP-006,2024-03-11,109,109,270.42,29475.78,Delivered,Urgent,26
ORD-001389,P0052,SUP-020,2024-10-28,163,163,777.29,126698.27,Delivered,Low,28
ORD-001390,P0245,SUP-022,2024-02-22,48,48,94.92,4556.16,Delivered,Standard,7
ORD-001391,P0041,SUP-024,2024-08-06,105,29,213.86,22455.3,Cancelled,Standard,28
ORD-001392,P0083,SUP-020,2022-10-16,538,535,151.78,81657.64,Cancelled,Standard,17
ORD-001393,P0174,SUP-012,2022-09-26,378,220,554.52,209608.56,Backordered,Standard,25
ORD-001394,P0123,SUP-008,2024-03-04,86,86,773.21,66496.06,Delivered,Low,23
ORD-001395,P0050,SUP-029,2024-10-15,25,25,184.56,4614.0,Delivered,Standard,20
ORD-001396,P0256,SUP-005,2022-06-28,475,475,342.92,162887.0,Delivered,Standard,12
ORD-001397,P0035,SUP-011,2022-11-27,600,600,228.17,136902.0,Delivered,Standard,5
ORD-001398,P0092,SUP-026,2022-05-26,481,481,866.84,416950.04,Delivered,Urgent,11
ORD-001399,P0072,SUP-005,2024-06-24,592,40,845.95,-999.0,Pending,Standard,30
ORD-001400,P0206,SUP-016,2023-08-11,142,93,657.56,93373.52,Pending,Low,30
ORD-001401,P0192,SUP-003,2023-10-05,433,230,628.9,272313.7,Backordered,Standard,24
ORD-001402,P0030,SUP-027,2022-03-29,260,4,689.34,179228.4,Cancelled,Standard,30
ORD-001403,P0149,SUP-015,2022-08-04,172,102,300.24,51641.28,Backordered,Standard,10
ORD-001404,P0237,SUP-025,2024-03-06,105,105,136.05,14285.25,Delivered,Urgent,17
ORD-001405,P0239,SUP-005,2024-12-31,97,97,131.3,12736.1,Delivered,Standard,15
ORD-001406,P0103,SUP-015,2024-06-06,346,346,528.29,182788.34,Delivered,Standard,13
ORD-001407,P0109,SUP-026,2024-09-22,497,497,572.34,284452.98,Delivered,Standard,17
ORD-001408,P0280,SUP-006,2022-03-20,491,491,751.12,368799.92,Delivered,Standard,13
ORD-001409,P0308,SUP-028,2022-03-06,399,399,108.69,43367.31,Delivered,Standard,28
ORD-001410,P0243,SUP-008,2024-05-30,65,65,139.57,9072.05,Delivered,Standard,27
ORD-001411,P0139,SUP-011,2024-05-16,190,190,527.14,100156.6,Delivered,Standard,5
ORD-001412,P0208,SUP-003,2023-07-15,315,231,503.45,158586.75,In Transit,Urgent,19
ORD-001413,P0133,SUP-007,2023-03-15,65,65,32.15,2089.75,Delivered,Urgent,13
ORD-001414,P0085,SUP-008,2023-09-01,367,246,779.7,286149.9,Pending,Urgent,20
ORD-001415,P0224,SUP-014,2022-11-26,594,10,618.39,367323.66,Pending,Low,28
ORD-001416,P0040,SUP-027,2023-02-11,158,158,345.48,54585.84,Delivered,Standard,3
ORD-001417,P0235,SUP-006,2022-11-05,521,324,724.71,377573.91,In Transit,Standard,28
ORD-001418,P0135,SUP-020,2024-04-12,13,13,191.43,2488.59,Pending,Standard,23
ORD-001419,P0297,SUP-005,2024-07-09,47,47,320.48,15062.56,Delivered,Standard,16
ORD-001420,P0308,SUP-015,2022-12-07,231,231,108.69,25107.39,Delivered,Standard,9
ORD-001421,P0190,SUP-030,2022-01-30,382,382,735.61,281003.02,Delivered,Standard,12
ORD-001422,P0064,SUP-026,2024-10-25,521,466,294.99,153689.79,Cancelled,Urgent,16
ORD-001423,P0181,SUP-030,2023-12-22,565,535,146.86,82975.9,Pending,Standard,6
ORD-001424,P0235,SUP-016,2022-12-27,392,392,724.71,284086.32,Delivered,Low,22
ORD-001425,P0278,SUP-016,2022-11-30,400,400,660.71,264284.0,Delivered,Urgent,23
ORD-001426,P0051,SUP-003,2023-08-04,116,116,261.51,30335.16,Delivered,Standard,22
ORD-001427,P0054,SUP-019,2024-04-22,567,567,374.68,-999.0,Delivered,Urgent,19
ORD-001428,P0149,SUP-016,2022-03-08,226,226,300.24,67854.24,Delivered,Urgent,20
ORD-001429,P0059,SUP-008,2024-02-20,490,490,532.0,260680.0,Delivered,Standard,28
ORD-001430,P0212,SUP-030,2024-08-08,415,415,868.87,360581.05,Delivered,Standard,28
ORD-001431,P0260,SUP-012,2023-04-04,284,135,711.31,202012.04,Cancelled,Standard,29
ORD-001432,P0124,SUP-001,2024-04-29,434,434,849.33,368609.22,Delivered,Standard,3
ORD-001433,P0192,SUP-030,2022-11-11,541,325,628.9,340234.9,In Transit,Standard,8
ORD-001434,P0124,SUP-021,2024-05-30,410,410,849.33,348225.3,Delivered,Low,23
ORD-001435,P0027,SUP-029,2024-03-16,449,449,652.84,293125.16,Delivered,Urgent,26
ORD-001436,P0207,SUP-013,2022-12-22,539,539,780.76,420829.64,Delivered,Urgent,10
ORD-001437,P0065,SUP-020,2022-07-23,131,100,226.24,29637.44,Cancelled,Standard,29
ORD-001438,P0166,SUP-008,2022-11-22,105,105,783.59,82276.95,Delivered,Standard,16
ORD-001439,P0304,SUP-006,2022-01-24,38,34,31.59,1200.42,Backordered,Standard,21
ORD-001440,P0013,SUP-027,2024-02-23,143,91,104.39,14927.77,Pending,Standard,10
ORD-001441,P0153,SUP-008,2023-03-31,558,251,542.6,302770.8,In Transit,Urgent,27
ORD-001442,P0027,SUP-011,2023-06-18,94,94,652.84,61366.96,Delivered,Standard,23
ORD-001443,P0057,SUP-018,2022-07-31,135,135,445.7,60169.5,Delivered,Standard,12
ORD-001444,P0093,SUP-003,2023-06-21,89,46,320.93,28562.77,Pending,Standard,15
ORD-001445,P0252,SUP-029,2022-07-26,32,4,222.8,7129.6,Pending,Urgent,23
ORD-001446,P0108,SUP-025,2022-06-06,439,160,555.98,244075.22,Pending,Urgent,28
ORD-001447,P0093,SUP-012,2022-11-26,20,20,320.93,6418.6,Delivered,Low,23
ORD-001448,P0061,SUP-013,2022-03-06,365,314,541.61,197687.65,Pending,Low,20
ORD-001449,P0082,SUP-020,2022-01-11,270,270,328.01,88562.7,Delivered,Standard,22
ORD-001450,P0275,SUP-001,2022-03-02,540,156,550.8,297432.0,Backordered,Standard,30
ORD-001451,P0059,SUP-008,2024-01-18,40,40,532.0,21280.0,Delivered,Standard,10
ORD-001452,P0065,SUP-011,2022-06-20,290,102,226.24,65609.6,Pending,Standard,14
ORD-001453,P0240,SUP-027,2023-08-26,517,409,192.7,99625.9,Pending,Standard,11
ORD-001454,P0102,SUP-025,2022-12-21,297,52,752.85,223596.45,Pending,Low,28
ORD-001455,P0085,SUP-029,2023-10-01,220,124,779.7,171534.0,Cancelled,Urgent,17
ORD-001456,P0306,SUP-027,2024-05-17,288,163,373.45,107553.6,In Transit,Low,6
ORD-001457,P0220,SUP-008,2024-02-24,590,590,94.99,56044.1,Delivered,Standard,23
ORD-001458,P0231,SUP-007,2022-05-12,44,16,224.93,9896.92,Backordered,Low,16
ORD-001459,P0310,SUP-030,2023-08-25,553,553,704.52,389599.56,Delivered,Urgent,3
ORD-001460,P0093,SUP-029,2022-08-23,340,95,320.93,109116.2,Pending,Standard,10
ORD-001461,P0111,SUP-025,2022-05-29,390,390,679.6,265044.0,Delivered,Standard,27
ORD-001462,P0063,SUP-001,2023-10-06,336,5,563.15,189218.4,Cancelled,Standard,9
ORD-001463,P0291,SUP-029,2024-08-11,339,339,369.69,125324.91,Delivered,Low,5
ORD-001464,P0146,SUP-023,2024-02-29,227,55,748.41,169889.07,Backordered,Standard,20
ORD-001465,P0039,SUP-022,2023-07-24,441,387,660.99,291496.59,Cancelled,Urgent,13
ORD-001466,P0102,SUP-008,2023-10-18,60,31,752.85,45171.0,In Transit,Urgent,4
ORD-001467,P0216,SUP-005,2023-07-17,137,43,628.04,86041.48,Pending,Low,13
ORD-001468,P0122,SUP-022,2024-02-24,31,31,70.11,2173.41,Delivered,Standard,23
ORD-001469,P0237,SUP-012,2022-01-10,144,103,136.05,19591.2,In Transit,Standard,20
ORD-001470,P0021,SUP-013,2024-12-16,26,26,249.42,6484.92,Delivered,Urgent,6
ORD-001471,P0155,SUP-011,2024-04-30,334,177,506.33,169114.22,In Transit,Urgent,5
ORD-001472,P0253,SUP-023,2023-10-04,58,19,855.2,49601.6,Pending,Urgent,18
ORD-001473,P0192,SUP-023,2022-09-06,115,115,628.9,72323.5,Delivered,Standard,4
ORD-001474,P0072,SUP-005,2022-01-22,340,223,845.95,287623.0,In Transit,Standard,8
ORD-001475,P0098,SUP-027,2022-06-30,387,275,765.49,296244.63,In Transit,Standard,25
ORD-001476,P0133,SUP-029,2022-04-18,54,54,32.15,1736.1,Delivered,Standard,12
ORD-001477,P0136,SUP-013,2022-06-03,398,398,607.47,241773.06,Delivered,Standard,7
ORD-001478,P0062,SUP-006,2024-08-01,336,75,848.31,285032.16,In Transit,Low,30
ORD-001479,P0229,SUP-025,2024-04-26,135,135,580.46,78362.1,Backordered,Standard,21
ORD-001480,P0251,SUP-011,2024-09-05,339,247,852.44,288977.16,In Transit,Standard,5
ORD-001481,P0152,SUP-026,2023-06-25,94,94,202.73,19056.62,Delivered,Low,29
ORD-001482,P0106,SUP-026,2023-05-12,89,89,97.65,8690.85,Delivered,Urgent,4
ORD-001483,P0007,SUP-025,2023-03-12,231,209,316.12,73023.72,Pending,Urgent,9
ORD-001484,P0054,SUP-013,2024-09-25,223,151,374.68,83553.64,In Transit,Low,19
