component_id,production_id,part_id,qty_consumed,unit_cost,category,component_cost
CMP-0007820,PRD-001739,P0150,108,413.96,Hydraulics,44707.68
CMP-0007821,PRD-001739,P0127,81,616.04,Electrical,49899.24
CMP-0007822,PRD-001739,P0157,54,372.89,Hydraulics,20136.06
CMP-0007823,PRD-001740,P0089,120,367.64,Brake Systems,44116.8
CMP-0007824,PRD-001740,P0093,120,320.93,Brake Systems,38511.6
CMP-0007825,PRD-001740,P0176,160,81.43,Structural,13028.8
CMP-0007826,PRD-001740,P0204,80,793.2,Structural,63456.0
CMP-0007827,PRD-001740,P0066,120,294.82,Brake Systems,35378.4
CMP-0007828,PRD-001740,P0167,120,430.42,Hydraulics,51650.4
CMP-0007829,PRD-001741,P0055,38,350.39,Brake Systems,13314.82
CMP-0007830,PRD-001741,P0081,38,810.55,Brake Systems,30800.9
CMP-0007831,PRD-001741,P0270,76,420.37,Suspension,31948.12
CMP-0007832,PRD-001741,P0063,38,563.15,Brake Systems,21399.7
CMP-0007833,PRD-001742,P0137,29,241.78,Hydraulics,7011.62
CMP-0007834,PRD-001742,P0193,87,417.52,Structural,36324.24
CMP-0007835,PRD-001742,P0182,58,161.84,Structural,9386.72
CMP-0007836,PRD-001743,P0035,66,228.17,Engine Components,15059.22
CMP-0007837,PRD-001743,P0102,22,752.85,Electrical,16562.7
CMP-0007838,PRD-001743,P0015,44,619.94,Engine Components,27277.36
CMP-0007839,PRD-001743,P0106,44,97.65,Electrical,4296.6
CMP-0007840,PRD-001743,P0130,88,782.16,Electrical,68830.08
CMP-0007841,PRD-001743,P0051,88,261.51,Engine Components,23012.88
CMP-0007842,PRD-001744,P0153,88,542.6,Hydraulics,47748.8
CMP-0007843,PRD-001744,P0168,44,847.84,Hydraulics,37304.96
CMP-0007844,PRD-001744,P0143,88,707.63,Hydraulics,62271.44
CMP-0007845,PRD-001745,P0056,27,389.36,Brake Systems,10512.72
CMP-0007846,PRD-001745,P0053,108,872.56,Brake Systems,94236.48
CMP-0007847,PRD-001745,P0066,108,294.82,Brake Systems,31840.56
CMP-0007848,PRD-001745,P0108,54,555.98,Electrical,30022.92
CMP-0007849,PRD-001746,P0214,37,419.38,Structural,15517.06
CMP-0007850,PRD-001746,P0171,111,508.89,Hydraulics,56486.79
CMP-0007851,PRD-001746,P0118,148,569.67,Electrical,84311.16
CMP-0007852,PRD-001746,P0110,37,368.69,Electrical,13641.53
CMP-0007853,PRD-001746,P0184,37,849.27,Structural,31422.99
CMP-0007854,PRD-001746,P0195,74,495.2,Structural,36644.8
CMP-0007855,PRD-001747,P0207,63,780.76,Structural,49187.88
CMP-0007856,PRD-001747,P0065,42,226.24,Brake Systems,9502.08
CMP-0007857,PRD-001747,P0171,42,508.89,Hydraulics,21373.38
CMP-0007858,PRD-001747,P0072,42,845.95,Brake Systems,35529.9
CMP-0007859,PRD-001748,P0218,14,800.38,Cooling System,11205.32
CMP-0007860,PRD-001748,P0226,28,141.66,Cooling System,3966.48
CMP-0007861,PRD-001748,P0227,7,605.15,Cooling System,4236.05
CMP-0007862,PRD-001748,P0110,7,368.69,Electrical,2580.83
CMP-0007863,PRD-001749,P0286,2,116.67,Fuel System,233.34
CMP-0007864,PRD-001749,P0005,6,497.27,Engine Components,2983.62
CMP-0007865,PRD-001749,P0109,6,572.34,Electrical,3434.04
CMP-0007866,PRD-001750,P0082,8,328.01,Brake Systems,2624.08
CMP-0007867,PRD-001750,P0093,8,320.93,Brake Systems,2567.44
CMP-0007868,PRD-001750,P0055,24,350.39,Brake Systems,8409.36
CMP-0007869,PRD-001751,P0068,56,203.64,Brake Systems,11403.84
CMP-0007870,PRD-001751,P0212,42,868.87,Structural,36492.54
CMP-0007871,PRD-001751,P0276,56,594.42,Suspension,33287.52
CMP-0007872,PRD-001751,P0072,14,845.95,Brake Systems,11843.3
CMP-0007873,PRD-001751,P0081,42,810.55,Brake Systems,34043.1
CMP-0007874,PRD-001751,P0204,14,793.2,Structural,11104.8
CMP-0007875,PRD-001752,P0116,12,750.05,Electrical,9000.6
CMP-0007876,PRD-001752,P0038,4,481.99,Engine Components,1927.96
CMP-0007877,PRD-001752,P0016,16,660.28,Engine Components,10564.48
CMP-0007878,PRD-001752,P0103,4,528.29,Electrical,2113.16
CMP-0007879,PRD-001753,P0128,4,127.95,Electrical,511.8
CMP-0007880,PRD-001753,P0033,4,15.51,Engine Components,62.04
CMP-0007881,PRD-001753,P0016,4,660.28,Engine Components,2641.12
CMP-0007882,PRD-001753,P0014,12,342.61,Engine Components,4111.32
CMP-0007883,PRD-001754,P0310,6,704.52,Fuel System,4227.12
CMP-0007884,PRD-001754,P0115,6,855.79,Electrical,5134.74
CMP-0007885,PRD-001754,P0117,12,680.32,Electrical,8163.84
CMP-0007886,PRD-001754,P0299,18,886.23,Fuel System,15952.14
CMP-0007887,PRD-001754,P0239,24,131.3,Cooling System,3151.2
CMP-0007888,PRD-001755,P0073,20,152.57,Brake Systems,3051.4
CMP-0007889,PRD-001755,P0163,5,882.75,Hydraulics,4413.75
CMP-0007890,PRD-001755,P0137,5,241.78,Hydraulics,1208.9
CMP-0007891,PRD-001755,P0076,5,389.86,Brake Systems,1949.3
CMP-0007892,PRD-001755,P0139,5,527.14,Hydraulics,2635.7
CMP-0007893,PRD-001755,P0130,15,782.16,Electrical,11732.4
CMP-0007894,PRD-001756,P0064,44,294.99,Brake Systems,12979.56
CMP-0007895,PRD-001756,P0282,22,607.96,Suspension,13375.12
CMP-0007896,PRD-001756,P0089,66,367.64,Brake Systems,24264.24
CMP-0007897,PRD-001757,P0135,12,191.43,Electrical,2297.16
CMP-0007898,PRD-001757,P0208,16,503.45,Structural,8055.2
CMP-0007899,PRD-001757,P0127,8,616.04,Electrical,4928.32
CMP-0007900,PRD-001757,P0133,16,32.15,Electrical,514.4
CMP-0007901,PRD-001758,P0230,18,282.38,Cooling System,5082.84
CMP-0007902,PRD-001758,P0005,9,497.27,Engine Components,4475.43
CMP-0007903,PRD-001758,P0310,36,704.52,Fuel System,25362.72
CMP-0007904,PRD-001759,P0190,25,735.61,Structural,18390.25
CMP-0007905,PRD-001759,P0101,50,813.98,Electrical,40699.0
CMP-0007906,PRD-001759,P0183,50,270.42,Structural,13521.0
CMP-0007907,PRD-001760,P0032,52,689.82,Engine Components,35870.64
CMP-0007908,PRD-001760,P0043,39,217.61,Engine Components,8486.79
CMP-0007909,PRD-001760,P0133,39,32.15,Electrical,1253.85
CMP-0007910,PRD-001761,P0126,12,209.19,Electrical,2510.28
CMP-0007911,PRD-001761,P0114,12,426.21,Electrical,5114.52
CMP-0007912,PRD-001761,P0199,9,155.16,Structural,1396.44
CMP-0007913,PRD-001762,P0232,72,276.28,Cooling System,19892.16
CMP-0007914,PRD-001762,P0018,48,742.3,Engine Components,35630.4
CMP-0007915,PRD-001762,P0051,48,261.51,Engine Components,12552.48
CMP-0007916,PRD-001763,P0034,10,792.67,Engine Components,7926.7
CMP-0007917,PRD-001763,P0295,30,611.46,Fuel System,18343.8
CMP-0007918,PRD-001763,P0298,20,445.67,Fuel System,8913.4
CMP-0007919,PRD-001764,P0224,18,618.39,Cooling System,11131.02
CMP-0007920,PRD-001764,P0228,72,498.74,Cooling System,35909.28
CMP-0007921,PRD-001764,P0305,18,522.46,Fuel System,9404.28
CMP-0007922,PRD-001765,P0299,28,886.23,Fuel System,24814.44
CMP-0007923,PRD-001765,P0010,28,84.74,Engine Components,2372.72
CMP-0007924,PRD-001765,P0292,14,484.48,Fuel System,6782.72
CMP-0007925,PRD-001765,P0296,7,552.26,Fuel System,3865.82
CMP-0007926,PRD-001766,P0051,84,261.51,Engine Components,21966.84
CMP-0007927,PRD-001766,P0226,28,141.66,Cooling System,3966.48
CMP-0007928,PRD-001766,P0046,112,230.05,Engine Components,25765.6
CMP-0007929,PRD-001766,P0016,28,660.28,Engine Components,18487.84
CMP-0007930,PRD-001767,P0206,20,657.56,Structural,13151.2
CMP-0007931,PRD-001767,P0269,40,658.61,Suspension,26344.4
CMP-0007932,PRD-001767,P0261,30,75.72,Suspension,2271.6
CMP-0007933,PRD-001767,P0205,20,841.81,Structural,16836.2
CMP-0007934,PRD-001768,P0291,23,369.69,Fuel System,8502.87
CMP-0007935,PRD-001768,P0108,46,555.98,Electrical,25575.08
CMP-0007936,PRD-001768,P0002,23,666.78,Engine Components,15335.94
CMP-0007937,PRD-001768,P0289,46,40.62,Fuel System,1868.52
CMP-0007938,PRD-001768,P0012,69,600.22,Engine Components,41415.18
CMP-0007939,PRD-001768,P0023,23,209.1,Engine Components,4809.3
CMP-0007940,PRD-001769,P0216,46,628.04,Structural,28889.84
CMP-0007941,PRD-001769,P0195,92,495.2,Structural,45558.4
CMP-0007942,PRD-001769,P0069,46,231.19,Brake Systems,10634.74
CMP-0007943,PRD-001770,P0124,52,849.33,Electrical,44165.16
CMP-0007944,PRD-001770,P0082,104,328.01,Brake Systems,34113.04
CMP-0007945,PRD-001770,P0151,78,312.71,Hydraulics,24391.38
CMP-0007946,PRD-001770,P0161,52,625.79,Hydraulics,32541.08
CMP-0007947,PRD-001770,P0072,104,845.95,Brake Systems,87978.8
CMP-0007948,PRD-001771,P0100,21,127.65,Electrical,2680.65
CMP-0007949,PRD-001771,P0128,21,127.95,Electrical,2686.95
CMP-0007950,PRD-001771,P0102,42,752.85,Electrical,31619.7
CMP-0007951,PRD-001771,P0218,21,800.38,Cooling System,16807.98
CMP-0007952,PRD-001771,P0006,21,784.33,Engine Components,16470.93
CMP-0007953,PRD-001771,P0037,84,126.3,Engine Components,10609.2
CMP-0007954,PRD-001772,P0182,6,161.84,Structural,971.04
CMP-0007955,PRD-001772,P0192,18,628.9,Structural,11320.2
CMP-0007956,PRD-001772,P0105,12,90.04,Electrical,1080.48
CMP-0007957,PRD-001772,P0108,6,555.98,Electrical,3335.88
CMP-0007958,PRD-001773,P0215,68,81.22,Structural,5522.96
CMP-0007959,PRD-001773,P0202,68,639.29,Structural,43471.72
CMP-0007960,PRD-001773,P0211,68,889.75,Structural,60503.0
CMP-0007961,PRD-001773,P0179,17,249.13,Structural,4235.21
CMP-0007962,PRD-001773,P0111,34,679.6,Electrical,23106.4
CMP-0007963,PRD-001773,P0185,17,544.26,Structural,9252.42
CMP-0007964,PRD-001774,P0080,17,503.98,Brake Systems,8567.66
CMP-0007965,PRD-001774,P0169,17,80.56,Hydraulics,1369.52
CMP-0007966,PRD-001774,P0128,34,127.95,Electrical,4350.3
CMP-0007967,PRD-001774,P0151,17,312.71,Hydraulics,5316.07
CMP-0007968,PRD-001774,P0083,34,151.78,Brake Systems,5160.52
CMP-0007969,PRD-001774,P0103,17,528.29,Electrical,8980.93
CMP-0007970,PRD-001775,P0052,60,777.29,Engine Components,46637.4
CMP-0007971,PRD-001775,P0107,120,728.81,Electrical,87457.2
CMP-0007972,PRD-001775,P0094,90,355.9,Electrical,32031.0
CMP-0007973,PRD-001775,P0300,60,694.1,Fuel System,41646.0
CMP-0007974,PRD-001775,P0302,60,637.75,Fuel System,38265.0
CMP-0007975,PRD-001775,P0290,90,315.74,Fuel System,28416.6
CMP-0007976,PRD-001776,P0070,16,282.73,Brake Systems,4523.68
CMP-0007977,PRD-001776,P0059,16,532.0,Brake Systems,8512.0
CMP-0007978,PRD-001776,P0281,16,130.15,Suspension,2082.4
CMP-0007979,PRD-001776,P0069,64,231.19,Brake Systems,14796.16
CMP-0007980,PRD-001777,P0286,33,116.67,Fuel System,3850.11
CMP-0007981,PRD-001777,P0295,33,611.46,Fuel System,20178.18
CMP-0007982,PRD-001777,P0107,44,728.81,Electrical,32067.64
CMP-0007983,PRD-001777,P0294,33,90.19,Fuel System,2976.27
CMP-0007984,PRD-001778,P0251,54,852.44,Cooling System,46031.76
CMP-0007985,PRD-001778,P0105,27,90.04,Electrical,2431.08
CMP-0007986,PRD-001778,P0305,81,522.46,Fuel System,42319.26
CMP-0007987,PRD-001779,P0286,27,116.67,Fuel System,3150.09
CMP-0007988,PRD-001779,P0116,81,750.05,Electrical,60754.05
CMP-0007989,PRD-001779,P0034,27,792.67,Engine Components,21402.09
CMP-0007990,PRD-001779,P0121,81,71.84,Electrical,5819.04
CMP-0007991,PRD-001780,P0124,15,849.33,Electrical,12739.95
CMP-0007992,PRD-001780,P0132,45,680.53,Electrical,30623.85
CMP-0007993,PRD-001780,P0188,15,50.61,Structural,759.15
CMP-0007994,PRD-001780,P0094,30,355.9,Electrical,10677.0
CMP-0007995,PRD-001780,P0209,45,181.96,Structural,8188.2
CMP-0007996,PRD-001780,P0201,15,588.22,Structural,8823.3
CMP-0007997,PRD-001781,P0133,4,32.15,Electrical,128.6
CMP-0007998,PRD-001781,P0299,6,886.23,Fuel System,5317.38
CMP-0007999,PRD-001781,P0026,4,896.57,Engine Components,3586.28
CMP-0008000,PRD-001781,P0016,6,660.28,Engine Components,3961.68
CMP-0008001,PRD-001781,P0041,8,213.86,Engine Components,1710.88
CMP-0008002,PRD-001782,P0124,112,849.33,Electrical,95124.96
CMP-0008003,PRD-001782,P0126,28,209.19,Electrical,5857.32
CMP-0008004,PRD-001782,P0303,56,328.44,Fuel System,18392.64
CMP-0008005,PRD-001782,P0308,112,108.69,Fuel System,12173.28
CMP-0008006,PRD-001783,P0146,27,748.41,Hydraulics,20207.07
CMP-0008007,PRD-001783,P0198,108,122.46,Structural,13225.68
CMP-0008008,PRD-001783,P0158,54,504.82,Hydraulics,27260.28
CMP-0008009,PRD-001783,P0143,27,707.63,Hydraulics,19106.01
CMP-0008010,PRD-001784,P0049,16,371.32,Engine Components,5941.12
CMP-0008011,PRD-001784,P0251,16,852.44,Cooling System,13639.04
CMP-0008012,PRD-001784,P0010,16,84.74,Engine Components,1355.84
CMP-0008013,PRD-001784,P0034,16,792.67,Engine Components,12682.72
CMP-0008014,PRD-001784,P0007,64,316.12,Engine Components,20231.68
CMP-0008015,PRD-001785,P0200,18,213.86,Structural,3849.48
CMP-0008016,PRD-001785,P0124,36,849.33,Electrical,30575.88
CMP-0008017,PRD-001785,P0181,36,146.86,Structural,5286.96
CMP-0008018,PRD-001786,P0024,45,683.87,Engine Components,30774.15
CMP-0008019,PRD-001786,P0285,15,213.46,Fuel System,3201.9
CMP-0008020,PRD-001786,P0121,45,71.84,Electrical,3232.8
CMP-0008021,PRD-001786,P0006,45,784.33,Engine Components,35294.85
CMP-0008022,PRD-001786,P0104,30,612.93,Electrical,18387.9
CMP-0008023,PRD-001787,P0094,20,355.9,Electrical,7118.0
CMP-0008024,PRD-001787,P0220,5,94.99,Cooling System,474.95
CMP-0008025,PRD-001787,P0116,5,750.05,Electrical,3750.25
CMP-0008026,PRD-001787,P0052,20,777.29,Engine Components,15545.8
CMP-0008027,PRD-001787,P0117,5,680.32,Electrical,3401.6
CMP-0008028,PRD-001787,P0221,10,787.23,Cooling System,7872.3
CMP-0008029,PRD-001788,P0184,9,849.27,Structural,7643.43
CMP-0008030,PRD-001788,P0194,36,372.69,Structural,13416.84
CMP-0008031,PRD-001788,P0189,18,406.37,Structural,7314.66
CMP-0008032,PRD-001788,P0055,9,350.39,Brake Systems,3153.51
CMP-0008033,PRD-001788,P0072,27,845.95,Brake Systems,22840.65
CMP-0008034,PRD-001789,P0117,6,680.32,Electrical,4081.92
CMP-0008035,PRD-001789,P0185,12,544.26,Structural,6531.12
CMP-0008036,PRD-001789,P0094,6,355.9,Electrical,2135.4
CMP-0008037,PRD-001789,P0183,24,270.42,Structural,6490.08
CMP-0008038,PRD-001789,P0178,18,637.14,Structural,11468.52
CMP-0008039,PRD-001789,P0210,6,53.63,Structural,321.78
CMP-0008040,PRD-001790,P0103,2,528.29,Electrical,1056.58
CMP-0008041,PRD-001790,P0131,6,202.32,Electrical,1213.92
CMP-0008042,PRD-001790,P0194,2,372.69,Structural,745.38
CMP-0008043,PRD-001791,P0131,5,202.32,Electrical,1011.6
CMP-0008044,PRD-001791,P0220,15,94.99,Cooling System,1424.85
CMP-0008045,PRD-001791,P0112,10,726.64,Electrical,7266.4
CMP-0008046,PRD-001792,P0198,12,122.46,Structural,1469.52
CMP-0008047,PRD-001792,P0055,4,350.39,Brake Systems,1401.56
CMP-0008048,PRD-001792,P0197,4,501.06,Structural,2004.24
CMP-0008049,PRD-001793,P0303,14,328.44,Fuel System,4598.16
CMP-0008050,PRD-001793,P0112,28,726.64,Electrical,20345.92
CMP-0008051,PRD-001793,P0291,14,369.69,Fuel System,5175.66
CMP-0008052,PRD-001794,P0103,19,528.29,Electrical,10037.51
CMP-0008053,PRD-001794,P0115,38,855.79,Electrical,32520.02
CMP-0008054,PRD-001794,P0080,76,503.98,Brake Systems,38302.48
CMP-0008055,PRD-001794,P0148,76,442.9,Hydraulics,33660.4
CMP-0008056,PRD-001794,P0064,19,294.99,Brake Systems,5604.81
CMP-0008057,PRD-001794,P0118,19,569.67,Electrical,10823.73
CMP-0008058,PRD-001795,P0199,60,155.16,Structural,9309.6
CMP-0008059,PRD-001795,P0206,80,657.56,Structural,52604.8
CMP-0008060,PRD-001795,P0175,20,201.76,Hydraulics,4035.2
CMP-0008061,PRD-001795,P0194,20,372.69,Structural,7453.8
CMP-0008062,PRD-001795,P0171,20,508.89,Hydraulics,10177.8
CMP-0008063,PRD-001796,P0174,88,554.52,Hydraulics,48797.76
CMP-0008064,PRD-001796,P0202,88,639.29,Structural,56257.52
CMP-0008065,PRD-001796,P0159,66,326.35,Hydraulics,21539.1
CMP-0008066,PRD-001796,P0134,88,75.73,Electrical,6664.24
CMP-0008067,PRD-001797,P0214,44,419.38,Structural,18452.72
CMP-0008068,PRD-001797,P0194,22,372.69,Structural,8199.18
CMP-0008069,PRD-001797,P0226,44,141.66,Cooling System,6233.04
CMP-0008070,PRD-001797,P0249,66,554.92,Cooling System,36624.72
CMP-0008071,PRD-001798,P0211,16,889.75,Structural,14236.0
CMP-0008072,PRD-001798,P0140,16,862.98,Hydraulics,13807.68
CMP-0008073,PRD-001798,P0073,16,152.57,Brake Systems,2441.12
CMP-0008074,PRD-001798,P0213,16,103.82,Structural,1661.12
CMP-0008075,PRD-001798,P0065,16,226.24,Brake Systems,3619.84
CMP-0008076,PRD-001799,P0284,8,326.21,Suspension,2609.68
CMP-0008077,PRD-001799,P0054,8,374.68,Brake Systems,2997.44
CMP-0008078,PRD-001799,P0057,4,445.7,Brake Systems,1782.8
CMP-0008079,PRD-001799,P0280,8,751.12,Suspension,6008.96
CMP-0008080,PRD-001799,P0274,4,352.1,Suspension,1408.4
CMP-0008081,PRD-001799,P0190,16,735.61,Structural,11769.76
CMP-0008082,PRD-001800,P0109,24,572.34,Electrical,13736.16
CMP-0008083,PRD-001800,P0230,96,282.38,Cooling System,27108.48
CMP-0008084,PRD-001800,P0296,48,552.26,Fuel System,26508.48
CMP-0008085,PRD-001800,P0233,72,22.17,Cooling System,1596.24
CMP-0008086,PRD-001801,P0109,36,572.34,Electrical,20604.24
CMP-0008087,PRD-001801,P0127,24,616.04,Electrical,14784.96
CMP-0008088,PRD-001801,P0051,36,261.51,Engine Components,9414.36
CMP-0008089,PRD-001802,P0044,48,470.03,Engine Components,22561.44
CMP-0008090,PRD-001802,P0114,48,426.21,Electrical,20458.08
CMP-0008091,PRD-001802,P0007,16,316.12,Engine Components,5057.92
CMP-0008092,PRD-001803,P0188,40,50.61,Structural,2024.4
CMP-0008093,PRD-001803,P0179,20,249.13,Structural,4982.6
CMP-0008094,PRD-001803,P0134,80,75.73,Electrical,6058.4
CMP-0008095,PRD-001803,P0116,40,750.05,Electrical,30002.0
CMP-0008096,PRD-001804,P0129,87,514.49,Electrical,44760.63
CMP-0008097,PRD-001804,P0120,116,148.49,Electrical,17224.84
CMP-0008098,PRD-001804,P0108,29,555.98,Electrical,16123.42
CMP-0008099,PRD-001804,P0119,58,222.53,Electrical,12906.74
CMP-0008100,PRD-001804,P0212,87,868.87,Structural,75591.69
CMP-0008101,PRD-001805,P0102,8,752.85,Electrical,6022.8
CMP-0008102,PRD-001805,P0085,8,779.7,Brake Systems,6237.6
CMP-0008103,PRD-001805,P0084,6,379.88,Brake Systems,2279.28
CMP-0008104,PRD-001805,P0132,4,680.53,Electrical,2722.12
CMP-0008105,PRD-001805,P0057,8,445.7,Brake Systems,3565.6
CMP-0008106,PRD-001805,P0148,8,442.9,Hydraulics,3543.2
CMP-0008107,PRD-001806,P0190,26,735.61,Structural,19125.86
CMP-0008108,PRD-001806,P0070,26,282.73,Brake Systems,7350.98
CMP-0008109,PRD-001806,P0215,39,81.22,Structural,3167.58
CMP-0008110,PRD-001806,P0192,13,628.9,Structural,8175.7
CMP-0008111,PRD-001806,P0188,52,50.61,Structural,2631.72
CMP-0008112,PRD-001806,P0080,13,503.98,Brake Systems,6551.74
CMP-0008113,PRD-001807,P0131,24,202.32,Electrical,4855.68
CMP-0008114,PRD-001807,P0241,24,823.44,Cooling System,19762.56
CMP-0008115,PRD-001807,P0115,12,855.79,Electrical,10269.48
CMP-0008116,PRD-001807,P0109,48,572.34,Electrical,27472.32
CMP-0008117,PRD-001808,P0096,88,651.7,Electrical,57349.6
CMP-0008118,PRD-001808,P0179,44,249.13,Structural,10961.72
CMP-0008119,PRD-001808,P0098,66,765.49,Electrical,50522.34
CMP-0008120,PRD-001809,P0268,117,540.39,Suspension,63225.63
CMP-0008121,PRD-001809,P0068,39,203.64,Brake Systems,7941.96
CMP-0008122,PRD-001809,P0179,39,249.13,Structural,9716.07
CMP-0008123,PRD-001809,P0193,39,417.52,Structural,16283.28
CMP-0008124,PRD-001809,P0265,156,332.04,Suspension,51798.24
CMP-0008125,PRD-001810,P0157,10,372.89,Hydraulics,3728.9
CMP-0008126,PRD-001810,P0159,5,326.35,Hydraulics,1631.75
CMP-0008127,PRD-001810,P0153,20,542.6,Hydraulics,10852.0
CMP-0008128,PRD-001811,P0167,5,430.42,Hydraulics,2152.1
CMP-0008129,PRD-001811,P0140,5,862.98,Hydraulics,4314.9
CMP-0008130,PRD-001811,P0177,5,430.87,Structural,2154.35
CMP-0008131,PRD-001811,P0147,20,476.75,Hydraulics,9535.0
CMP-0008132,PRD-001811,P0198,10,122.46,Structural,1224.6
CMP-0008133,PRD-001812,P0066,27,294.82,Brake Systems,7960.14
CMP-0008134,PRD-001812,P0258,27,367.35,Suspension,9918.45
CMP-0008135,PRD-001812,P0060,27,65.34,Brake Systems,1764.18
CMP-0008136,PRD-001812,P0076,54,389.86,Brake Systems,21052.44
CMP-0008137,PRD-001812,P0269,81,658.61,Suspension,53347.41
CMP-0008138,PRD-001813,P0074,54,195.18,Brake Systems,10539.72
CMP-0008139,PRD-001813,P0200,18,213.86,Structural,3849.48
CMP-0008140,PRD-001813,P0267,72,674.91,Suspension,48593.52
CMP-0008141,PRD-001813,P0075,54,237.24,Brake Systems,12810.96
CMP-0008142,PRD-001813,P0266,72,169.21,Suspension,12183.12
CMP-0008143,PRD-001813,P0087,36,191.62,Brake Systems,6898.32
CMP-0008144,PRD-001814,P0141,80,539.01,Hydraulics,43120.8
CMP-0008145,PRD-001814,P0114,20,426.21,Electrical,8524.2
CMP-0008146,PRD-001814,P0174,20,554.52,Hydraulics,11090.4
CMP-0008147,PRD-001814,P0194,40,372.69,Structural,14907.6
CMP-0008148,PRD-001815,P0142,25,698.65,Hydraulics,17466.25
CMP-0008149,PRD-001815,P0138,100,650.75,Hydraulics,65075.0
CMP-0008150,PRD-001815,P0083,25,151.78,Brake Systems,3794.5
CMP-0008151,PRD-001816,P0073,60,152.57,Brake Systems,9154.2
CMP-0008152,PRD-001816,P0076,15,389.86,Brake Systems,5847.9
CMP-0008153,PRD-001816,P0105,30,90.04,Electrical,2701.2
CMP-0008154,PRD-001816,P0060,60,65.34,Brake Systems,3920.4
CMP-0008155,PRD-001816,P0058,30,666.13,Brake Systems,19983.9
CMP-0008156,PRD-001816,P0093,15,320.93,Brake Systems,4813.95
CMP-0008157,PRD-001817,P0118,42,569.67,Electrical,23926.14
CMP-0008158,PRD-001817,P0166,42,783.59,Hydraulics,32910.78
CMP-0008159,PRD-001817,P0111,21,679.6,Electrical,14271.6
CMP-0008160,PRD-001817,P0181,84,146.86,Structural,12336.24
CMP-0008161,PRD-001817,P0131,42,202.32,Electrical,8497.44
CMP-0008162,PRD-001818,P0199,57,155.16,Structural,8844.12
CMP-0008163,PRD-001818,P0106,76,97.65,Electrical,7421.4
CMP-0008164,PRD-001818,P0133,19,32.15,Electrical,610.85
CMP-0008165,PRD-001819,P0134,70,75.73,Electrical,5301.1
CMP-0008166,PRD-001819,P0111,35,679.6,Electrical,23786.0
CMP-0008167,PRD-001819,P0138,140,650.75,Hydraulics,91105.0
CMP-0008168,PRD-001820,P0170,80,732.86,Hydraulics,58628.8
CMP-0008169,PRD-001820,P0212,120,868.87,Structural,104264.4
CMP-0008170,PRD-001820,P0274,80,352.1,Suspension,28168.0
CMP-0008171,PRD-001821,P0284,63,326.21,Suspension,20551.23
CMP-0008172,PRD-001821,P0183,63,270.42,Structural,17036.46
CMP-0008173,PRD-001821,P0267,21,674.91,Suspension,14173.11
CMP-0008174,PRD-001821,P0059,42,532.0,Brake Systems,22344.0
CMP-0008175,PRD-001822,P0058,9,666.13,Brake Systems,5995.17
CMP-0008176,PRD-001822,P0064,6,294.99,Brake Systems,1769.94
CMP-0008177,PRD-001822,P0136,9,607.47,Hydraulics,5467.23
CMP-0008178,PRD-001822,P0201,6,588.22,Structural,3529.32
CMP-0008179,PRD-001822,P0213,3,103.82,Structural,311.46
CMP-0008180,PRD-001822,P0212,9,868.87,Structural,7819.83
CMP-0008181,PRD-001823,P0168,18,847.84,Hydraulics,15261.12
CMP-0008182,PRD-001823,P0151,18,312.71,Hydraulics,5628.78
CMP-0008183,PRD-001823,P0156,12,449.38,Hydraulics,5392.56
CMP-0008184,PRD-001823,P0260,6,711.31,Suspension,4267.86
CMP-0008185,PRD-001823,P0254,12,671.91,Suspension,8062.92
